2023;5;МГ;Белгородская область;7472;9;37,80;631150
2023;5;МГ;Владимирская область;7492;11;46,20;631150
2023;5;МГ;Волгоградская область;7844;3;16,80;631150
2023;5;МГ;Вологодская область;7817;2;8,40;631150
2023;5;МГ;Воронежская область;7473;5;12,50;631150
2023;5;МГ;г.Астрахань;78512;4;24,00;631150
2023;5;МГ;г.Белгород;74722;9;37,80;631150
2023;5;МГ;г.Брянск;74832;2;8,40;631150
2023;5;МГ;г.Владимир;74922;8;26,80;631150
2023;5;МГ;г.Волгоград;78442;13;72,80;631150
2023;5;МГ;г.Воронеж;0;18;75,60;631150
2023;5;МГ;г.Екатеринбург;73432;68;235,29;631150
2023;5;МГ;г.Иваново;74932;3;12,60;631150
2023;5;МГ;г.Ижевск;73412;12;36,89;631150
2023;5;МГ;г.Иркутск;73952;2;14,00;631150
2023;5;МГ;г.Казань;78432;28;114,92;631150
2023;5;МГ;г.Калининград;74012;3;16,80;631150
2023;5;МГ;г.Кемерово;73842;3;18,00;631150
2023;5;МГ;г.Кострома;74942;5;21,00;631150
2023;5;МГ;г.Краснодар;0;48;142,84;631150
2023;5;МГ;г.Красноярск;0;13;91,00;631150
2023;5;МГ;г.Курган;73522;1;3,10;631150
2023;5;МГ;г.Набережные Челны;7855;7;39,20;631150
2023;5;МГ;г.Нижний Новгород;0;12;50,40;631150
2023;5;МГ;г.Новокузнецк;73843;3;9,30;631150
2023;5;МГ;г.Новосибирск;73832;17;102,00;631150
2023;5;МГ;г.Ноябрьск;73496;9;54,00;631150
2023;5;МГ;г.Оренбург;73532;2;12,00;631150
2023;5;МГ;г.Пермь;73422;43;94,93;631150
2023;5;МГ;г.Петрозаводск;78142;1;5,60;631150
2023;5;МГ;г.Пятигорск;7879;1;6,00;631150
2023;5;МГ;г.Ростов-на-Дону;0;9;50,40;631150
2023;5;МГ;г.Рязань;74912;23;96,60;631150
2023;5;МГ;г.Самара;784622;32;133,64;631150
2023;5;МГ;г.Санкт-Петербург (МТС, Присоединенные операторы);7812;121;421,77;631150
2023;5;МГ;г.Санкт-Петербург (Остальные);0;68;235,28;631150
2023;5;МГ;г.Саратов;78452;7;39,20;631150
2023;5;МГ;г.Сочи;7862;1;5,60;631150
2023;5;МГ;г.Сургут;73462;11;66,00;631150
2023;5;МГ;г.Тамбов;74752;5;21,00;631150
2023;5;МГ;г.Тольятти;0;3;8,76;631150
2023;5;МГ;г.Тула;74872;17;71,40;631150
2023;5;МГ;г.Тюмень;73452;17;102,00;631150
2023;5;МГ;г.Уфа;73472;29;162,40;631150
2023;5;МГ;г.Хабаровск;74212;1;7,50;631150
2023;5;МГ;г.Чебоксары;78352;3;12,60;631150
2023;5;МГ;г.Челябинск;73512;4;24,00;631150
2023;5;МГ;г.Череповец;78202;9;37,80;631150
2023;5;МГ;г.Южно-Сахалинск;74242;1;7,50;631150
2023;5;МГ;г.Ярославль;74852;12;45,30;631150
2023;5;МГ;Ивановская область;7493;4;3,23;631150
2023;5;МГ;Калужская область;7484;10;42,00;631150
2023;5;МГ;Кировская область;7833;9;50,40;631150
2023;5;МГ;Костромская область;7494;51;214,20;631150
2023;5;МГ;Красноярский край;7391;2;14,00;631150
2023;5;МГ;Ленинградская обл.;7813;9;26,28;631150
2023;5;МГ;Магаданская область;7413;2;15,00;631150
2023;5;МГ;Московская область;7496;117;299,76;631150
2023;5;МГ;Мурманская область;7815;4;24,00;631150
2023;5;МГ;Нижегородская область;7831;4;15,10;631150
2023;5;МГ;Новгородская область;7816;1;4,20;631150
2023;5;МГ;Пермский край;7342;17;61,10;631150
2023;5;МГ;Республика Крым;7365;10;60,00;631150
2023;5;МГ;Россия моб.;79;2574;12807,43;631150
2023;5;МГ;Ростовская область;7863;2;11,20;631150
2023;5;МГ;Свердловская область;7343;3;18,00;631150
2023;5;МГ;Смоленская область;7481;14;28,00;631150
2023;5;МГ;Ставропольский край;7865;2;11,20;631150
2023;5;МГ;Тверская область;7482;2;8,40;631150
2023;5;МГ;Томская область;7382;2;12,00;631150
2023;5;МГ;Тульская область;7487;5;21,00;631150
2023;5;МГ;Услуга "800";7800;934;0,00;631150
2023;5;МГ;Ханты-Мансийский автономный округ;7346;11;66,00;631150
2023;5;МГ;Ямало-Ненецкий автономный округ;7349;2;12,00;631150
2023;5;МН;Беларусь, Минск;0;22;1415,70;631150
2023;5;МН;Беларусь, Моб, MTS;0;14;885,99;631150
2023;5;МН;Беларусь, Моб, Velcom;0;28;1735,86;631150
2023;5;МН;Германия;49;1;7,18;631150
2023;5;МН;Германия, Моб, Vodafone;0;9;85,72;631150
2023;5;МН;Казахстан, Алматы;0;27;159,17;631150
2023;5;МН;Казахстан, Астана;77172;6;33,75;631150
2023;5;МН;Казахстан, города;0;2;11,16;631150
2023;5;МН;Казахстан, Моб, KarTel;0;4;78,06;631150
2023;5;МН;Казахстан, Моб, K`Cell;0;17;295,29;631150
2023;5;МН;Казахстан, Моб, Tele2;0;5;163,05;631150
2023;5;МН;Китай, Моб, China Mobile;0;23;75,56;631150
2023;5;МН;Швейцария;41;4;12,90;631150
2023;5;ВЗ;Внутризоновая;79;6480;10715,70;631150
